transaction_id,date,description,amount,type,category,merchant,transaction_tag
TXN0000311,6/6/2024,Shake Shack,-14.17,debit,Dining Out,Shake Shack,normal
TXN0000312,6/6/2024,Uber Ride,-35.65,debit,Transportation,Uber,normal
TXN0000314,6/7/2024,Comcast Internet,-79.99,debit,Utilities,Comcast Internet,bill
TXN0000315,6/7/2024,Safeway,-99.72,debit,Groceries,Safeway,normal
TXN0000316,6/7/2024,Chevron,-66.02,debit,Transportation,Chevron,normal
TXN0000317,6/7/2024,76 Gas,-43.04,debit,Transportation,76 Gas,normal
TXN0000318,6/8/2024,Hulu + Live TV,-69.99,debit,Entertainment,Hulu,subscription
TXN0000319,6/8/2024,Walmart,-94.22,debit,Groceries,Walmart,normal
TXN0000322,6/9/2024,Safeway,-93.13,debit,Groceries,Safeway,normal
TXN0000320,6/9/2024,Dunkin - Coffee,-9.55,debit,Food & Drink,Dunkin,normal
TXN0000321,6/9/2024,Pizza Hut,-29.89,debit,Dining Out,Pizza Hut,normal
TXN0000325,6/10/2024,Shell,-79.52,debit,Transportation,Shell,normal
TXN0000323,6/10/2024,AT&T Phone,-65.0,debit,Utilities,AT&T Phone,bill
TXN0000324,6/10/2024,Local Cafe - Coffee,-4.63,debit,Food & Drink,Local Cafe,normal
TXN0000326,6/12/2024,Spotify Premium,-11.49,debit,Entertainment,Spotify,subscription
TXN0000327,6/12/2024,Blue Bottle Coffee - Coffee,-7.92,debit,Food & Drink,Blue Bottle Coffee,normal
TXN0000328,6/13/2024,H&M,-75.31,debit,Shopping,H&M,normal
TXN0000329,6/13/2024,Blue Bottle Coffee - Coffee,-5.82,debit,Food & Drink,Blue Bottle Coffee,normal
TXN0000330,6/14/2024,Geico Auto Insurance,-165.0,debit,Insurance,Geico,bill
TXN0000331,6/14/2024,Shake Shack,-24.32,debit,Dining Out,Shake Shack,normal
TXN0000332,6/14/2024,Chevron,-37.02,debit,Transportation,Chevron,normal
TXN0000333,6/14/2024,Dunkin - Coffee,-5.91,debit,Food & Drink,Dunkin,normal
TXN0000336,6/15/2024,Blue Bottle Coffee - Coffee,-9.24,debit,Food & Drink,Blue Bottle Coffee,normal
TXN0000334,6/15/2024,ACME Corp - Salary Deposit,4500.0,credit,Income,ACME Corp,normal
TXN0000335,6/15/2024,Netflix Subscription,-15.99,debit,Entertainment,Netflix,subscription
TXN0000337,6/17/2024,Starbucks - Coffee,-9.27,debit,Food & Drink,Starbucks,normal
TXN0000338,6/17/2024,Dunkin - Coffee,-7.53,debit,Food & Drink,Dunkin,normal
TXN0000339,6/18/2024,Headspace Premium,-12.99,debit,Health,Headspace,subscription
TXN0000340,6/18/2024,Uber Ride,-30.58,debit,Transportation,Uber,normal
TXN0000341,6/19/2024,Trader Joes,-118.99,debit,Groceries,Trader Joes,normal
TXN0000343,6/20/2024,Chevron,-34.79,debit,Transportation,Chevron,normal
TXN0000342,6/20/2024,Amazon Prime Membership,-15.49,debit,Shopping,Amazon Prime Video,subscription
TXN0000346,6/21/2024,Shell,-35.43,debit,Transportation,Shell,normal
TXN0000344,6/21/2024,Target,-101.87,debit,Groceries,Target,normal
TXN0000345,6/21/2024,Starbucks - Coffee,-5.01,debit,Food & Drink,Starbucks,normal
TXN0000347,6/22/2024,Blue Bottle Coffee - Coffee,-9.99,debit,Food & Drink,Blue Bottle Coffee,normal
TXN0000348,6/23/2024,Target,-102.34,debit,Groceries,Target,normal
TXN0000349,6/23/2024,Chipotle,-37.64,debit,Dining Out,Chipotle,normal
TXN0000350,6/23/2024,Chevron,-79.13,debit,Transportation,Chevron,normal
TXN0000351,6/24/2024,IKEA,-258.28,debit,Shopping,IKEA,normal
TXN0000352,6/24/2024,Chipotle,-34.45,debit,Dining Out,Chipotle,normal
TXN0000355,6/25/2024,Chevron,-39.19,debit,Transportation,Chevron,normal
TXN0000353,6/25/2024,Target,-178.62,debit,Groceries,Target,normal
TXN0000354,6/25/2024,Dunkin - Coffee,-4.45,debit,Food & Drink,Dunkin,normal
TXN0000356,6/26/2024,H&M,-55.65,debit,Shopping,H&M,normal
TXN0000357,6/27/2024,H&M,-154.89,debit,Shopping,H&M,normal
TXN0000358,6/28/2024,Local Cafe - Coffee,-4.48,debit,Food & Drink,Local Cafe,normal
TXN0000359,6/29/2024,Shell,-83.16,debit,Transportation,Shell,normal
TXN0000360,6/29/2024,Five Guys,-26.71,debit,Dining Out,Five Guys,normal
TXN0000362,6/30/2024,76 Gas,-36.79,debit,Transportation,76 Gas,normal
TXN0000363,6/30/2024,Five Guys,-47.15,debit,Dining Out,Five Guys,normal
TXN0000361,6/30/2024,Trader Joes,-115.9,debit,Groceries,Trader Joes,normal
TXN0000365,7/1/2024,Rent Payment - Oak Street Apartments,-1650.0,debit,Housing,Oak Street Apartments,bill
TXN0000366,7/1/2024,Chevron,-31.79,debit,Transportation,Chevron,normal
TXN0000364,7/1/2024,ACME Corp - Salary Deposit,4500.0,credit,Income,ACME Corp,normal
TXN0000367,7/1/2024,Chipotle,-16.34,debit,Dining Out,Chipotle,normal
TXN0000369,7/3/2024,Walmart,-40.87,debit,Groceries,Walmart,normal
TXN0000368,7/3/2024,Planet Fitness Monthly,-24.99,debit,Fitness,Planet Fitness,subscription
TXN0000372,7/4/2024,76 Gas,-78.2,debit,Transportation,76 Gas,normal
TXN0000371,7/4/2024,Pizza Hut,-29.71,debit,Dining Out,Pizza Hut,normal
TXN0000370,7/4/2024,76 Gas,-64.88,debit,Transportation,76 Gas,normal
TXN0000373,7/5/2024,PG&E Electric,-92.0,debit,Utilities,PG&E Electric,bill
TXN0000374,7/5/2024,IKEA,-231.88,debit,Shopping,IKEA,normal
TXN0000375,7/5/2024,Five Guys,-50.34,debit,Dining Out,Five Guys,normal
TXN0000376,7/7/2024,Comcast Internet,-79.99,debit,Utilities,Comcast Internet,bill
TXN0000377,7/7/2024,H&M,-160.15,debit,Shopping,H&M,normal
TXN0000378,7/7/2024,Blue Bottle Coffee - Coffee,-9.01,debit,Food & Drink,Blue Bottle Coffee,normal
TXN0000379,7/8/2024,Hulu + Live TV,-70.49,debit,Entertainment,Hulu,subscription
TXN0000382,7/10/2024,76 Gas,-77.54,debit,Transportation,76 Gas,normal
TXN0000383,7/10/2024,Shell,-64.59,debit,Transportation,Shell,normal
TXN0000380,7/10/2024,AT&T Phone,-65.0,debit,Utilities,AT&T Phone,bill
TXN0000381,7/10/2024,Local Cafe - Coffee,-8.51,debit,Food & Drink,Local Cafe,normal
TXN0000384,7/11/2024,IKEA,-119.9,debit,Shopping,IKEA,normal
TXN0000385,7/11/2024,Safeway,-40.47,debit,Groceries,Safeway,normal
TXN0000386,7/11/2024,Local Cafe - Coffee,-4.83,debit,Food & Drink,Local Cafe,normal
TXN0000387,7/12/2024,Spotify Premium,-10.99,debit,Entertainment,Spotify,subscription
TXN0000388,7/13/2024,Shell,-60.54,debit,Transportation,Shell,normal
TXN0000389,7/14/2024,Geico Auto Insurance,-165.0,debit,Insurance,Geico,bill
TXN0000390,7/14/2024,Local Cafe - Coffee,-5.11,debit,Food & Drink,Local Cafe,normal
TXN0000391,7/14/2024,Five Guys,-63.42,debit,Dining Out,Five Guys,normal
TXN0000393,7/15/2024,Netflix Subscription,-16.49,debit,Entertainment,Netflix,subscription
TXN0000392,7/15/2024,ACME Corp - Salary Deposit,4500.0,credit,Income,ACME Corp,normal
TXN0000395,7/17/2024,IKEA,-286.39,debit,Shopping,IKEA,normal
TXN0000394,7/17/2024,Walmart,-17.07,debit,Groceries,Walmart,normal
TXN0000396,7/18/2024,Headspace Premium,-12.49,debit,Health,Headspace,subscription
TXN0000397,7/18/2024,IKEA,-283.06,debit,Shopping,IKEA,normal
TXN0000398,7/19/2024,Safeway,-53.53,debit,Groceries,Safeway,normal
TXN0000399,7/19/2024,H&M,-199.49,debit,Shopping,H&M,normal
TXN0000400,7/20/2024,Amazon Prime Membership,-14.99,debit,Shopping,Amazon Prime Video,subscription
TXN0000401,7/20/2024,76 Gas,-71.21,debit,Transportation,76 Gas,normal
TXN0000402,7/22/2024,Walmart,-91.06,debit,Groceries,Walmart,normal
TXN0000403,7/22/2024,Starbucks - Coffee,-8.63,debit,Food & Drink,Starbucks,normal
TXN0000405,7/23/2024,Blue Bottle Coffee - Coffee,-7.88,debit,Food & Drink,Blue Bottle Coffee,normal
TXN0000406,7/23/2024,Five Guys,-32.93,debit,Dining Out,Five Guys,normal
TXN0000404,7/23/2024,Uber Ride,-41.02,debit,Transportation,Uber,normal
TXN0000407,7/24/2024,H&M,-192.19,debit,Shopping,H&M,normal
TXN0000408,7/25/2024,Shell,-49.62,debit,Transportation,Shell,normal
TXN0000409,7/25/2024,Starbucks - Coffee,-9.2,debit,Food & Drink,Starbucks,normal
TXN0000410,7/26/2024,Taco Bell,-14.28,debit,Dining Out,Taco Bell,normal
TXN0000411,7/26/2024,Chevron,-45.82,debit,Transportation,Chevron,normal
TXN0000412,7/26/2024,Shell,-80.96,debit,Transportation,Shell,normal
TXN0000413,7/27/2024,Blue Bottle Coffee - Coffee,-13.24,debit,Food & Drink,Blue Bottle Coffee,normal
TXN0000414,7/28/2024,Pizza Hut,-11.96,debit,Dining Out,Pizza Hut,normal
TXN0000415,7/28/2024,Shell,-57.19,debit,Transportation,Shell,normal
TXN0000416,7/30/2024,Taco Bell,-18.97,debit,Dining Out,Taco Bell,normal
TXN0000418,7/31/2024,Local Cafe - Coffee,-7.44,debit,Food & Drink,Local Cafe,normal
TXN0000417,7/31/2024,Shell,-63.07,debit,Transportation,Shell,normal
TXN0000419,8/1/2024,ACME Corp - Salary Deposit,4500.0,credit,Income,ACME Corp,normal
TXN0000420,8/1/2024,Rent Payment - Oak Street Apartments,-1650.0,debit,Housing,Oak Street Apartments,bill
TXN0000421,8/1/2024,Five Guys,-14.0,debit,Dining Out,Five Guys,normal
TXN0000422,8/1/2024,Chevron,-81.31,debit,Transportation,Chevron,normal
TXN0000423,8/3/2024,Planet Fitness Monthly,-24.99,debit,Fitness,Planet Fitness,subscription
TXN0000424,8/3/2024,76 Gas,-81.7,debit,Transportation,76 Gas,normal
TXN0000425,8/4/2024,Local Cafe - Coffee,-10.07,debit,Food & Drink,Local Cafe,normal
TXN0000426,8/4/2024,Taco Bell,-14.77,debit,Dining Out,Taco Bell,normal
TXN0000428,8/5/2024,Five Guys,-50.55,debit,Dining Out,Five Guys,normal
TXN0000429,8/5/2024,Uber Ride,-37.55,debit,Transportation,Uber,normal
TXN0000427,8/5/2024,PG&E Electric,-92.0,debit,Utilities,PG&E Electric,bill
TXN0000430,8/6/2024,Local Cafe - Coffee,-7.25,debit,Food & Drink,Local Cafe,normal
TXN0000431,8/7/2024,Comcast Internet,-79.99,debit,Utilities,Comcast Internet,bill
TXN0000432,8/8/2024,Hulu + Live TV,-69.49,debit,Entertainment,Hulu,subscription
TXN0000433,8/8/2024,Taco Bell,-11.1,debit,Dining Out,Taco Bell,normal
TXN0000434,8/10/2024,AT&T Phone,-65.0,debit,Utilities,AT&T Phone,bill
TXN0000435,8/10/2024,Starbucks - Coffee,-11.87,debit,Food & Drink,Starbucks,normal
TXN0000436,8/10/2024,Chipotle,-14.84,debit,Dining Out,Chipotle,normal
TXN0000437,8/11/2024,IKEA,-146.22,debit,Shopping,IKEA,normal
TXN0000438,8/12/2024,Spotify Premium,-10.99,debit,Entertainment,Spotify,subscription
TXN0000439,8/13/2024,Pizza Hut,-21.18,debit,Dining Out,Pizza Hut,normal
TXN0000442,8/14/2024,IKEA,-165.17,debit,Shopping,IKEA,normal
TXN0000441,8/14/2024,Chipotle,-16.96,debit,Dining Out,Chipotle,normal
TXN0000440,8/14/2024,Geico Auto Insurance,-165.0,debit,Insurance,Geico,bill
TXN0000443,8/15/2024,ACME Corp - Salary Deposit,4500.0,credit,Income,ACME Corp,normal
TXN0000444,8/15/2024,Netflix Subscription,-15.99,debit,Entertainment,Netflix,subscription
TXN0000445,8/15/2024,H&M,-191.04,debit,Shopping,H&M,normal
TXN0000446,8/16/2024,Taco Bell,-18.29,debit,Dining Out,Taco Bell,normal
TXN0000447,8/16/2024,Shell,-62.22,debit,Transportation,Shell,normal
TXN0000448,8/16/2024,Whole Foods,-62.98,debit,Groceries,Whole Foods,normal
TXN0000449,8/17/2024,Local Cafe - Coffee,-10.4,debit,Food & Drink,Local Cafe,normal
TXN0000450,8/17/2024,Chevron,-56.02,debit,Transportation,Chevron,normal
TXN0000451,8/17/2024,Chipotle,-42.61,debit,Dining Out,Chipotle,normal
TXN0000453,8/18/2024,Chipotle,-15.99,debit,Dining Out,Chipotle,normal
TXN0000452,8/18/2024,Headspace Premium,-12.99,debit,Health,Headspace,subscription
TXN0000454,8/19/2024,Shake Shack,-41.04,debit,Dining Out,Shake Shack,normal
TXN0000455,8/19/2024,Chevron,-43.91,debit,Transportation,Chevron,normal
TXN0000456,8/20/2024,Amazon Prime Membership,-15.49,debit,Shopping,Amazon Prime Video,subscription
TXN0000457,8/20/2024,Uber Ride,-25.44,debit,Transportation,Uber,normal
TXN0000458,8/21/2024,Blue Bottle Coffee - Coffee,-8.32,debit,Food & Drink,Blue Bottle Coffee,normal
TXN0000459,8/21/2024,Dunkin - Coffee,-6.82,debit,Food & Drink,Dunkin,normal
TXN0000460,8/23/2024,IKEA,-224.63,debit,Shopping,IKEA,normal
TXN0000461,8/23/2024,Taco Bell,-22.21,debit,Dining Out,Taco Bell,normal
TXN0000462,8/23/2024,Pizza Hut,-29.56,debit,Dining Out,Pizza Hut,normal
TXN0000465,8/24/2024,Pizza Hut,-23.9,debit,Dining Out,Pizza Hut,normal
TXN0000464,8/24/2024,Walmart,-119.4,debit,Groceries,Walmart,normal
TXN0000463,8/24/2024,Five Guys,-73.63,debit,Dining Out,Five Guys,normal
TXN0000466,8/25/2024,Walmart,-138.38,debit,Groceries,Walmart,normal
TXN0000467,8/25/2024,Trader Joes,-130.83,debit,Groceries,Trader Joes,normal
TXN0000468,8/26/2024,Five Guys,-39.9,debit,Dining Out,Five Guys,normal
TXN0000469,8/27/2024,Walmart,-180.98,debit,Groceries,Walmart,normal
TXN0000470,8/28/2024,H&M,-172.48,debit,Shopping,H&M,normal
TXN0000471,8/30/2024,Shell,-43.51,debit,Transportation,Shell,normal
TXN0000472,8/30/2024,IKEA,-210.84,debit,Shopping,IKEA,normal
TXN0000473,8/30/2024,IKEA,-150.67,debit,Shopping,IKEA,normal
TXN0000474,8/31/2024,Shake Shack,-45.11,debit,Dining Out,Shake Shack,normal
TXN0000475,8/31/2024,Shell,-50.27,debit,Transportation,Shell,normal
TXN0000477,9/1/2024,Rent Payment - Oak Street Apartments,-1650.0,debit,Housing,Oak Street Apartments,bill
TXN0000476,9/1/2024,ACME Corp - Salary Deposit,4500.0,credit,Income,ACME Corp,normal
TXN0000478,9/3/2024,Planet Fitness Monthly,-25.49,debit,Fitness,Planet Fitness,subscription
TXN0000479,9/4/2024,Blue Bottle Coffee - Coffee,-6.95,debit,Food & Drink,Blue Bottle Coffee,normal
TXN0000480,9/4/2024,Blue Bottle Coffee - Coffee,-7.12,debit,Food & Drink,Blue Bottle Coffee,normal
TXN0000481,9/5/2024,PG&E Electric,-92.0,debit,Utilities,PG&E Electric,bill
TXN0000482,9/5/2024,IKEA,-178.16,debit,Shopping,IKEA,normal
TXN0000483,9/5/2024,Dunkin - Coffee,-6.75,debit,Food & Drink,Dunkin,normal
TXN0000484,9/5/2024,IKEA,-147.93,debit,Shopping,IKEA,normal
TXN0000485,9/6/2024,Uber Ride,-39.72,debit,Transportation,Uber,normal
TXN0000486,9/6/2024,Dunkin - Coffee,-6.75,debit,Food & Drink,Dunkin,normal
TXN0000487,9/6/2024,Shake Shack,-12.58,debit,Dining Out,Shake Shack,normal
TXN0000489,9/7/2024,Dunkin - Coffee,-9.9,debit,Food & Drink,Dunkin,normal
TXN0000488,9/7/2024,Comcast Internet,-79.99,debit,Utilities,Comcast Internet,bill
TXN0000490,9/8/2024,Hulu + Live TV,-69.49,debit,Entertainment,Hulu,subscription
TXN0000491,9/8/2024,Five Guys,-47.27,debit,Dining Out,Five Guys,normal
TXN0000492,9/9/2024,H&M,-190.57,debit,Shopping,H&M,normal
TXN0000493,9/9/2024,Shake Shack,-42.82,debit,Dining Out,Shake Shack,normal
TXN0000494,9/10/2024,AT&T Phone,-65.0,debit,Utilities,AT&T Phone,bill
TXN0000495,9/10/2024,Chipotle,-28.7,debit,Dining Out,Chipotle,normal
TXN0000496,9/10/2024,H&M,-42.81,debit,Shopping,H&M,normal
TXN0000497,9/10/2024,Shake Shack,-42.31,debit,Dining Out,Shake Shack,normal
TXN0000498,9/11/2024,Chipotle,-10.81,debit,Dining Out,Chipotle,normal
TXN0000499,9/11/2024,Pizza Hut,-27.29,debit,Dining Out,Pizza Hut,normal
TXN0000502,9/12/2024,Shake Shack,-18.16,debit,Dining Out,Shake Shack,normal
TXN0000500,9/12/2024,Spotify Premium,-10.99,debit,Entertainment,Spotify,subscription
TXN0000501,9/12/2024,76 Gas,-64.28,debit,Transportation,76 Gas,normal
TXN0000503,9/14/2024,Geico Auto Insurance,-165.0,debit,Insurance,Geico,bill
TXN0000504,9/14/2024,Uber Ride,-32.34,debit,Transportation,Uber,normal
TXN0000505,9/14/2024,Five Guys,-61.76,debit,Dining Out,Five Guys,normal
TXN0000506,9/14/2024,Shake Shack,-17.77,debit,Dining Out,Shake Shack,normal
TXN0000507,9/15/2024,ACME Corp - Salary Deposit,4500.0,credit,Income,ACME Corp,normal
TXN0000508,9/15/2024,Netflix Subscription,-15.99,debit,Entertainment,Netflix,subscription
TXN0000509,9/15/2024,Blue Bottle Coffee - Coffee,-12.56,debit,Food & Drink,Blue Bottle Coffee,normal
TXN0000510,9/17/2024,H&M,-132.19,debit,Shopping,H&M,normal
TXN0000512,9/18/2024,Shell,-82.6,debit,Transportation,Shell,normal
TXN0000511,9/18/2024,Headspace Premium,-12.49,debit,Health,Headspace,subscription
TXN0000513,9/19/2024,Shell,-51.42,debit,Transportation,Shell,normal
TXN0000514,9/20/2024,Amazon Prime Membership,-15.49,debit,Shopping,Amazon Prime Video,subscription
TXN0000515,9/20/2024,76 Gas,-71.85,debit,Transportation,76 Gas,normal
TXN0000516,9/21/2024,Whole Foods,-122.98,debit,Groceries,Whole Foods,normal
TXN0000517,9/21/2024,IKEA,-44.82,debit,Shopping,IKEA,normal
TXN0000518,9/21/2024,Shell,-42.68,debit,Transportation,Shell,normal
TXN0000519,9/22/2024,Trader Joes,-41.97,debit,Groceries,Trader Joes,normal
TXN0000520,9/22/2024,H&M,-175.09,debit,Shopping,H&M,normal
TXN0000521,9/22/2024,Target,-171.13,debit,Groceries,Target,normal
TXN0000523,9/23/2024,Uber Ride,-15.21,debit,Transportation,Uber,normal
TXN0000522,9/23/2024,76 Gas,-33.61,debit,Transportation,76 Gas,normal
TXN0000524,9/24/2024,Target,-103.62,debit,Groceries,Target,normal
TXN0000525,9/25/2024,Blue Bottle Coffee - Coffee,-5.29,debit,Food & Drink,Blue Bottle Coffee,normal
TXN0000526,9/25/2024,Walmart,-48.91,debit,Groceries,Walmart,normal
TXN0000527,9/25/2024,Five Guys,-14.99,debit,Dining Out,Five Guys,normal
TXN0000528,9/26/2024,Uber Ride,-31.91,debit,Transportation,Uber,normal
TXN0000529,9/26/2024,Pizza Hut,-9.11,debit,Dining Out,Pizza Hut,normal
TXN0000530,9/26/2024,Five Guys,-45.34,debit,Dining Out,Five Guys,normal
TXN0000532,9/28/2024,Chipotle,-15.55,debit,Dining Out,Chipotle,normal
TXN0000531,9/28/2024,Safeway,-141.42,debit,Groceries,Safeway,normal
TXN0000534,9/29/2024,Blue Bottle Coffee - Coffee,-12.33,debit,Food & Drink,Blue Bottle Coffee,normal
TXN0000535,9/29/2024,Safeway,-85.91,debit,Groceries,Safeway,normal
TXN0000533,9/29/2024,Shell,-51.16,debit,Transportation,Shell,normal
TXN0000536,9/30/2024,Local Cafe - Coffee,-5.12,debit,Food & Drink,Local Cafe,normal
TXN0000537,9/30/2024,Walmart,-144.29,debit,Groceries,Walmart,normal
TXN0000538,9/30/2024,Dunkin - Coffee,-7.81,debit,Food & Drink,Dunkin,normal
TXN0000539,10/1/2024,ACME Corp - Salary Deposit,4500.0,credit,Income,ACME Corp,normal
TXN0000540,10/1/2024,Rent Payment - Oak Street Apartments,-1650.0,debit,Housing,Oak Street Apartments,bill
TXN0000541,10/1/2024,Blue Bottle Coffee - Coffee,-9.89,debit,Food & Drink,Blue Bottle Coffee,normal
TXN0000542,10/1/2024,Chevron,-52.18,debit,Transportation,Chevron,normal
TXN0000543,10/1/2024,Starbucks - Coffee,-6.34,debit,Food & Drink,Starbucks,normal
TXN0000544,10/2/2024,Chipotle,-24.27,debit,Dining Out,Chipotle,normal
TXN0000546,10/3/2024,Trader Joes,-60.28,debit,Groceries,Trader Joes,normal
TXN0000548,10/3/2024,Five Guys,-52.09,debit,Dining Out,Five Guys,normal
TXN0000545,10/3/2024,Planet Fitness Monthly,-24.99,debit,Fitness,Planet Fitness,subscription
TXN0000547,10/3/2024,Blue Bottle Coffee - Coffee,-7.62,debit,Food & Drink,Blue Bottle Coffee,normal
TXN0000549,10/5/2024,PG&E Electric,-92.0,debit,Utilities,PG&E Electric,bill
TXN0000550,10/5/2024,Dunkin - Coffee,-8.69,debit,Food & Drink,Dunkin,normal
TXN0000551,10/5/2024,Target,-52.96,debit,Groceries,Target,normal
TXN0000552,10/5/2024,Five Guys,-26.11,debit,Dining Out,Five Guys,normal
TXN0000554,10/7/2024,Safeway,-154.01,debit,Groceries,Safeway,normal
TXN0000553,10/7/2024,Comcast Internet,-79.99,debit,Utilities,Comcast Internet,bill
TXN0000555,10/7/2024,76 Gas,-66.38,debit,Transportation,76 Gas,normal
TXN0000559,10/8/2024,Shell,-82.97,debit,Transportation,Shell,normal
TXN0000558,10/8/2024,Blue Bottle Coffee - Coffee,-6.56,debit,Food & Drink,Blue Bottle Coffee,normal
TXN0000556,10/8/2024,Hulu + Live TV,-70.49,debit,Entertainment,Hulu,subscription
TXN0000557,10/8/2024,Trader Joes,-42.62,debit,Groceries,Trader Joes,normal
TXN0000560,10/9/2024,Dunkin - Coffee,-7.42,debit,Food & Drink,Dunkin,normal
TXN0000561,10/10/2024,AT&T Phone,-65.0,debit,Utilities,AT&T Phone,bill
TXN0000562,10/10/2024,76 Gas,-58.96,debit,Transportation,76 Gas,normal
TXN0000563,10/10/2024,Dunkin - Coffee,-5.23,debit,Food & Drink,Dunkin,normal
TXN0000564,10/10/2024,Whole Foods,-135.65,debit,Groceries,Whole Foods,normal
TXN0000565,10/12/2024,Spotify Premium,-10.99,debit,Entertainment,Spotify,subscription
TXN0000566,10/12/2024,Local Cafe - Coffee,-6.38,debit,Food & Drink,Local Cafe,normal
TXN0000567,10/12/2024,Pizza Hut,-20.98,debit,Dining Out,Pizza Hut,normal
TXN0000568,10/13/2024,Chevron,-46.94,debit,Transportation,Chevron,normal
TXN0000571,10/14/2024,Blue Bottle Coffee - Coffee,-8.13,debit,Food & Drink,Blue Bottle Coffee,normal
TXN0000569,10/14/2024,Geico Auto Insurance,-165.0,debit,Insurance,Geico,bill
TXN0000570,10/14/2024,Blue Bottle Coffee - Coffee,-6.5,debit,Food & Drink,Blue Bottle Coffee,normal
TXN0000572,10/15/2024,ACME Corp - Salary Deposit,4500.0,credit,Income,ACME Corp,normal
TXN0000573,10/15/2024,Netflix Subscription,-15.99,debit,Entertainment,Netflix,subscription
TXN0000574,10/15/2024,Shake Shack,-41.61,debit,Dining Out,Shake Shack,normal
TXN0000575,10/15/2024,Shake Shack,-23.19,debit,Dining Out,Shake Shack,normal
TXN0000578,10/16/2024,Five Guys,-28.56,debit,Dining Out,Five Guys,normal
TXN0000576,10/16/2024,Trader Joes,-57.23,debit,Groceries,Trader Joes,normal
TXN0000577,10/16/2024,Five Guys,-35.77,debit,Dining Out,Five Guys,normal
TXN0000580,10/18/2024,Uber Ride,-16.96,debit,Transportation,Uber,normal
TXN0000581,10/18/2024,Trader Joes,-25.67,debit,Groceries,Trader Joes,normal
TXN0000579,10/18/2024,Headspace Premium,-13.49,debit,Health,Headspace,subscription
TXN0000582,10/19/2024,Dunkin - Coffee,-10.0,debit,Food & Drink,Dunkin,normal
TXN0000583,10/19/2024,Five Guys,-58.34,debit,Dining Out,Five Guys,normal
TXN0000584,10/19/2024,Dunkin - Coffee,-8.19,debit,Food & Drink,Dunkin,normal
TXN0000585,10/20/2024,Amazon Prime Membership,-14.99,debit,Shopping,Amazon Prime Video,subscription
TXN0000586,10/20/2024,Blue Bottle Coffee - Coffee,-9.63,debit,Food & Drink,Blue Bottle Coffee,normal
TXN0000587,10/20/2024,Pizza Hut,-28.35,debit,Dining Out,Pizza Hut,normal
TXN0000588,10/20/2024,Local Cafe - Coffee,-10.42,debit,Food & Drink,Local Cafe,normal
TXN0000589,10/22/2024,Shell,-73.2,debit,Transportation,Shell,normal
TXN0000590,10/22/2024,H&M,-148.6,debit,Shopping,H&M,normal
TXN0000592,10/23/2024,Blue Bottle Coffee - Coffee,-8.01,debit,Food & Drink,Blue Bottle Coffee,normal
TXN0000593,10/23/2024,Shell,-30.15,debit,Transportation,Shell,normal
TXN0000591,10/23/2024,Whole Foods,-160.99,debit,Groceries,Whole Foods,normal
TXN0000594,10/24/2024,Five Guys,-24.49,debit,Dining Out,Five Guys,normal
TXN0000595,10/24/2024,76 Gas,-55.18,debit,Transportation,76 Gas,normal
TXN0000596,10/25/2024,Trader Joes,-44.76,debit,Groceries,Trader Joes,normal
TXN0000597,10/27/2024,Walmart,-53.78,debit,Groceries,Walmart,normal
TXN0000598,10/28/2024,Shell,-40.8,debit,Transportation,Shell,normal
TXN0000599,10/28/2024,76 Gas,-77.86,debit,Transportation,76 Gas,normal
TXN0000600,10/30/2024,Uber Ride,-30.62,debit,Transportation,Uber,normal
TXN0000601,10/30/2024,Taco Bell,-11.53,debit,Dining Out,Taco Bell,normal
TXN0000602,10/30/2024,Blue Bottle Coffee - Coffee,-9.81,debit,Food & Drink,Blue Bottle Coffee,normal
TXN0000606,11/1/2024,76 Gas,-49.81,debit,Transportation,76 Gas,normal
TXN0000605,11/1/2024,Safeway,-41.48,debit,Groceries,Safeway,normal
TXN0000603,11/1/2024,ACME Corp - Salary Deposit,4500.0,credit,Income,ACME Corp,normal
TXN0000604,11/1/2024,Rent Payment - Oak Street Apartments,-1650.0,debit,Housing,Oak Street Apartments,bill
TXN0000607,11/2/2024,Taco Bell,-25.97,debit,Dining Out,Taco Bell,normal
TXN0000608,11/3/2024,Planet Fitness Monthly,-24.49,debit,Fitness,Planet Fitness,subscription
TXN0000609,11/3/2024,Chipotle,-37.96,debit,Dining Out,Chipotle,normal
TXN0000610,11/4/2024,Uber Ride,-13.68,debit,Transportation,Uber,normal
TXN0000611,11/4/2024,Blue Bottle Coffee - Coffee,-9.12,debit,Food & Drink,Blue Bottle Coffee,normal
TXN0000614,11/5/2024,H&M,-103.97,debit,Shopping,H&M,normal
TXN0000612,11/5/2024,PG&E Electric,-92.0,debit,Utilities,PG&E Electric,bill
TXN0000613,11/5/2024,Safeway,-75.62,debit,Groceries,Safeway,normal
TXN0000615,11/6/2024,IKEA,-58.1,debit,Shopping,IKEA,normal
TXN0000616,11/7/2024,Comcast Internet,-79.99,debit,Utilities,Comcast Internet,bill
TXN0000617,11/7/2024,IKEA,-337.23,debit,Shopping,IKEA,normal
TXN0000618,11/7/2024,Starbucks - Coffee,-9.09,debit,Food & Drink,Starbucks,normal
TXN0000619,11/8/2024,Hulu + Live TV,-69.49,debit,Entertainment,Hulu,subscription
TXN0000620,11/8/2024,Whole Foods,-61.12,debit,Groceries,Whole Foods,normal
